id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
488,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,ahok,Ahok-Djarot,0.4602,pak,-1.5,"[0.0299, 0.0746, 0.8955]",pak ahok ?,0
488,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,pendapat,Agus-Sylvi,0.0,apa,-3.0,"[0.0161, 0.0161, 0.9677]",apa pendapat anda,1
492,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,pemimpin,Agus-Sylvi,0.0,mencari,3.0,"[0.9677, 0.0161, 0.0161]",mencari pemimpin yang,1
493,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB #ahok #ahokdjarot,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih atas,1
494,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,ahok,Ahok-Djarot,0.4602,mencintaimu,4.0,"[0.9756, 0.0122, 0.0122]",mencintaimu ahok and,1
496,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,#ahokers,Agus-Sylvi,0.0,pak,0.0,"[0.0, 1.0, 0.0]",#saveahok #ahokers #ahokdjarotâ,0
496,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,#saveahok,Ahok-Djarot,0.4602,pak,0.0,"[0.0, 1.0, 0.0]",ahok #saveahok #ahokers,0
496,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,ahok,Ahok-Djarot,0.4602,pak,0.0,"[0.0, 1.0, 0.0]",pak ahok #saveahok,0
498,Mas @addiems keren banget... Selamat berjuang NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA,#saveahok,Agus-Sylvi,0.0,harga,3.0,"[0.9677, 0.0161, 0.0161]",mati #saveahok #ahokdjarot,1
499,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,purnama,Ahok-Djarot,0.4882,bulan,-1.0,"[0.0385, 0.1923, 0.7692]",bulan purnama #ahok,1
503,pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,@wagubdki,Anies-Sandi,0.317,pak,0.6,"[0.6, 0.35, 0.05]",pak @wagubdki dan,0
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,gubernur,Anies-Sandi,0.317,pelantikan,-3.0,"[0.0161, 0.0161, 0.9677]",pelantikan gubernur baru,1
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,negara,Agus-Sylvi,0.0,tugas,-1.0,"[0.0385, 0.1923, 0.7692]",tugas negara nya,1
505,semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru supaya APBN saat ini tidak diganggu2 amin,oktober,Agus-Sylvi,0.0,tugas,-1.0,"[0.0385, 0.1923, 0.7692]",sampe oktober pas,1
506,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,tahanan,Ahok-Djarot,0.4602,penangguhan,3.0,"[0.9677, 0.0161, 0.0161]",penangguhan tahanan ahok,1
506,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,djarot,Ahok-Djarot,0.4602,pak,-1.2,"[0.0345, 0.1379, 0.8276]",pak djarot khabarnya,0
506,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,ahok,Ahok-Djarot,0.4602,"pak,penangguhan",3.0,"[0.9677, 0.0161, 0.0161]",tahanan ahok di,1
506,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,pulang,Ahok-Djarot,0.4602,pak,-1.2,"[0.0345, 0.1379, 0.8276]",ahok pulang,0
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,doa,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dukungan doa dan,1
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,manado,Agus-Sylvi,0.0,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dari manado untuk,1
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,pemasangan,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dan pemasangan sejuta,1
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,ahok,Ahok-Djarot,0.4602,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",untuk ahok dari,1
508,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,indonesia,Agus-Sylvi,0.0,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",untuk indonesia .,1
509,Manado untuk Pak @basuki_btp,@basuki_btp,Agus-Sylvi,0.0,pak,0.0,"[0.0, 1.0, 0.0]",pak @basuki_btp,0
511,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,pak,Ahok-Djarot,0.4602,semangat,4.0,"[0.9756, 0.0122, 0.0122]",ya pak djarot,1
511,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,djarot,Ahok-Djarot,0.4602,pak,3.5999999999999996,"[0.973, 0.0135, 0.0135]",pak djarot .,0
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,#ahok,Ahok-Djarot,0.4602,pak,3.3,"[0.9706, 0.0147, 0.0147]",pak #ahok #ahokdjarot,0
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,kemenangan,Agus-Sylvi,0.0,doa,4.0,"[0.9756, 0.0122, 0.0122]",dalam kemenangan tuhan,1
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,#indonesiaberkabung,Agus-Sylvi,0.0,pak,3.3,"[0.9706, 0.0147, 0.0147]",#ahokdjarot #indonesiaberkabung,0
512,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,#ahokdjarot,Ahok-Djarot,0.4602,pak,3.3,"[0.9706, 0.0147, 0.0147]",#ahok #ahokdjarot #indonesiaberkabung,0
514,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,#ahok,Ahok-Djarot,0.4602,perbedaan,-2.0,"[0.0238, 0.0238, 0.9524]",! #ahok #ahokdjarot,1
514,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,muka,Agus-Sylvi,0.0,cari,-3.0,"[0.0161, 0.0161, 0.9677]",cari muka !,1
514,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,cari,Agus-Sylvi,0.0,suka,3.0,"[0.9677, 0.0161, 0.0161]",suka cari muka,1
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,doa,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dukungan doa dan,1
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,manado,Agus-Sylvi,0.0,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dari manado untuk,1
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,pemasangan,Anies-Sandi,0.317,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",dan pemasangan lilin,1
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,ahok,Ahok-Djarot,0.4602,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",untuk ahok dari,1
515,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,indonesia,Agus-Sylvi,0.0,dukungan,4.0,"[0.9756, 0.0122, 0.0122]",untuk indonesia .,1
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,#ahok,Ahok-Djarot,0.4602,pak,2.6999999999999997,"[0.9643, 0.0179, 0.0179]",#freeahok #ahok #keadilan,0
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,tuhan,Agus-Sylvi,0.0,bersama,3.0,"[0.9677, 0.0161, 0.0161]",tuhan selalu,1
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,ahok,Ahok-Djarot,0.4602,pak,2.6999999999999997,"[0.9643, 0.0179, 0.0179]",pak ahok #freeahok,0
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,keluarga.kami,Anies-Sandi,0.317,pak,2.6999999999999997,"[0.9643, 0.0179, 0.0179]",dan keluarga.kami selalu,0
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,pak,Agus-Sylvi,0.0,"pak,bersama",3.0,"[0.9677, 0.0161, 0.0161]",bersama pak @basuki_btp,1
517,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,@basuki_btp,Anies-Sandi,0.317,pak,2.6999999999999997,"[0.9643, 0.0179, 0.0179]",pak @basuki_btp dan,0
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,mata,Agus-Sylvi,0.0,air,-1.0,"[0.0385, 0.1923, 0.7692]",air mata yang,1
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,djarot,Ahok-Djarot,0.4602,semangat,4.0,"[0.9756, 0.0122, 0.0122]",pak djarot air,1
518,Tetap semangat pak Djarot Air matamu akan selalu terkenang Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot,matamu,Agus-Sylvi,0.0,air,-1.0,"[0.0385, 0.1923, 0.7692]",air matamu akan,1
519,doa kami untuk Jakarta.#AhokDjarot,jakarta,Agus-Sylvi,0.0,doa,4.0,"[0.9756, 0.0122, 0.0122]",untuk jakarta .#ahokdjarot,1
520,Paduan suara warga di balai kota #ahokdjarot,kota,Agus-Sylvi,0.0,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota #ahokdjarot,1
522,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,bunga,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga dukung,1
523,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,pemimpin,Agus-Sylvi,0.0,ada,-4.0,"[0.0122, 0.0122, 0.9756]",ada pemimpin di,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,rusun,Agus-Sylvi,0.0,integrasi,3.0,"[0.9677, 0.0161, 0.0161]",integrasi rusun pasar,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,kelanjutan,Agus-Sylvi,0.0,ditunggu,2.0,"[0.9524, 0.0238, 0.0238]",ditunggu kelanjutan nya,1
524,Integrasi rusun pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru,#ahokdjarot,Agus-Sylvi,0.0,integrasi,3.0,"[0.9677, 0.0161, 0.0161]",semasa #ahokdjarot yang,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,anak,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",karena anak mau,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,bunga,Agus-Sylvi,0.0,lihat,3.0,"[0.9677, 0.0161, 0.0161]",lihat bunga .,1
525,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,kota,Agus-Sylvi,0.0,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota karena,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,#buniyani,Agus-Sylvi,0.0,dihati,3.0,"[0.9677, 0.0161, 0.0161]",dihati #buniyani masuk,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,pecatan,Anies-Sandi,0.5368,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",#anies pecatan menteri,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,bui,Anies-Sandi,0.5368,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",masuk bui #anies,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,#anies,Anies-Sandi,0.5368,masuk,-3.0,"[0.0161, 0.0161, 0.9677]",bui #anies pecatan,1
527,#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri bloon,#ahokdjarot,Agus-Sylvi,0.0,dihati,3.0,"[0.9677, 0.0161, 0.0161]",#ahokdjarot selalu,1
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,bunga,Agus-Sylvi,0.0,harum,5.0,"[0.9804, 0.0098, 0.0098]",harum bunga #ahokdjarot,1
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,cinta,Agus-Sylvi,0.0,bahasa,-4.0,"[0.0122, 0.0122, 0.9756]",bahasa cinta,1
528,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,#ahokdjarot,Agus-Sylvi,0.0,harum,5.0,"[0.9804, 0.0098, 0.0098]",bunga #ahokdjarot ungkapan,1
529,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,yaaaa.,Agus-Sylvi,0.0,jelas,1.0,"[0.7692, 0.1923, 0.0385]",jelas yaaaa.,1
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,bunga,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga untuk,1
532,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,ahok,Ahok-Djarot,0.4602,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",untuk ahok dari,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,#ahokdicintairakyat,Agus-Sylvi,0.0,tukang,-2.0,"[0.0238, 0.0238, 0.9524]",#ahokdjarot #ahokdicintairakyat,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,rakyat,Agus-Sylvi,0.0,hati,2.0,"[0.9524, 0.0238, 0.0238]",hati rakyat .,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,pemenang,Agus-Sylvi,0.0,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang sejati,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,hati,Agus-Sylvi,0.0,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang hati rakyat,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,pak,Agus-Sylvi,0.0,tukang,-2.0,"[0.0238, 0.0238, 0.9524]",bunga pak #ahokdjarot,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,tukang,Agus-Sylvi,0.0,rejeki,4.0,"[0.9756, 0.0122, 0.0122]",buat tukang bunga,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,sejati,Agus-Sylvi,0.0,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang sejati adalah,1
533,Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga Pak #AhokDjarot #AhokDicintaiRakyat,bunga,Agus-Sylvi,0.0,tukang,-2.0,"[0.0238, 0.0238, 0.9524]",tukang bunga pak,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,pemimpin,Agus-Sylvi,0.0,sadar,2.0,"[0.9524, 0.0238, 0.0238]",akan pemimpin sebenarnya,1
534,@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot,masyarakat,Agus-Sylvi,0.0,sadar,2.0,"[0.9524, 0.0238, 0.0238]",ini masyarakat dki,1
536,Balaikota masih rame kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot,balaikota,Agus-Sylvi,0.0,rame,2.0,"[0.9524, 0.0238, 0.0238]",balaikota masih,1
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,ahok,Ahok-Djarot,0.4602,pak,3.5999999999999996,"[0.973, 0.0135, 0.0135]",pak ahok .,0
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,mumpung,Anies-Sandi,0.317,pak,3.5999999999999996,"[0.973, 0.0135, 0.0135]",mumpung gubernur,0
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,kota,Agus-Sylvi,0.0,balai,-3.0,"[0.0161, 0.0161, 0.9677]",balai kota .,1
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,luar,Agus-Sylvi,0.0,biasa,2.0,"[0.9524, 0.0238, 0.0238]",penuhnya luar biasa,1
537,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,gubernur,Anies-Sandi,0.317,mumpung,2.0,"[0.9524, 0.0238, 0.0238]",mumpung gubernur nya,1
538,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,ide,Agus-Sylvi,0.0,perlu,2.0,"[0.9524, 0.0238, 0.0238]",perlu ide gila,1
539,Allah bersama orang2 yang benar subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss,orang2,Agus-Sylvi,0.0,allah,5.0,"[0.9804, 0.0098, 0.0098]",bersama orang2 yang,1
540,Unik Karangan bunga untuk Gubernur DKI Jakarta Badja Viral di Medsos ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot,bunga,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga untuk,1
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,jakarta,Agus-Sylvi,0.0,"sayang,terjadi",6.0,"[0.9836, 0.0082, 0.0082]",sayang jakarta &,2
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,ahokdjarot,Agus-Sylvi,0.0,"kalah,marah",-9.0,"[0.0055, 0.0055, 0.989]",& ahokdjarot karena,2
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,tuhan,Agus-Sylvi,0.0,sayang,3.0,"[0.9677, 0.0161, 0.0161]",tuhan sayang,1
542,Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah AhokDjarot menang apa yg terjadi di Jakarta terima kasih.,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih .,1
543,Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu Pak #AhokDjarot,pak,Agus-Sylvi,0.0,sayang,3.0,"[0.9677, 0.0161, 0.0161]",kamu pak #ahokdjarot,1
543,Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu Pak #AhokDjarot,#ahokdjarot,Agus-Sylvi,0.0,pak,0.3,"[0.3871, 0.5484, 0.0645]",pak #ahokdjarot,0
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,monas,Agus-Sylvi,0.0,sampai,-2.0,"[0.0238, 0.0238, 0.9524]",sampai monas aja,1
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,bunga,Agus-Sylvi,0.0,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga .,1
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,nongkrong,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",lagi nongkrong ada,1
544,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,#ahokdjarot,Agus-Sylvi,0.0,sampai,-2.0,"[0.0238, 0.0238, 0.9524]",! #ahokdjarot #bungaahok,1
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,#ahok,Ahok-Djarot,0.4602,pak,1.2,"[0.8276, 0.1379, 0.0345]",#pakahok #ahok #jakarta,0
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,#pakahok,Ahok-Djarot,0.4602,pak,1.2,"[0.8276, 0.1379, 0.0345]",ahok #pakahok #ahok,0
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,papan,Agus-Sylvi,0.0,heboh,1.0,"[0.7692, 0.1923, 0.0385]",heboh papan bunga,1
545,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,ahok,Ahok-Djarot,0.4602,pak,1.2,"[0.8276, 0.1379, 0.0345]",pak ahok #pakahok,0
546,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,sayang,Agus-Sylvi,0.0,terlanjur,1.0,"[0.7692, 0.1923, 0.0385]",terlanjur sayang padamu,1
546,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,#ahokdjarot,Agus-Sylvi,0.0,terlanjur,1.0,"[0.7692, 0.1923, 0.0385]",padamu #ahokdjarot,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,antrian,Anies-Sandi,0.317,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",dan antrian foto,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,bunga,Anies-Sandi,0.317,karangan,-4.0,"[0.0122, 0.0122, 0.9756]",karangan bunga dan,1
547,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,il,Agus-Sylvi,0.0,kayaknya,-3.0,"[0.0161, 0.0161, 0.9677]",il phenomenon,1
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,@ahokdjarot,Agus-Sylvi,0.0,pak,1.7999999999999998,"[0.9474, 0.0263, 0.0263]",pak @ahokdjarot sampai,0
549,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,masyarakat,Agus-Sylvi,0.0,terimakasih,5.0,"[0.9804, 0.0098, 0.0098]",terimakasih masyarakat ke,1
